	mean	var	fano	expected_fano	high_var	fano_ratio
Gene64	5.069657574515482e-06	3.985149860244747e-09	0.0007860787048572244	0.0009852178964496609	False	0.7978729453554833
Gene66	6.404998312706378e-06	6.666343108958897e-09	0.0010408032576267909	0.0009856326234789904	False	1.0559748458335971
Gene69	2.9408356289412775e-05	4.2109595588691635e-08	0.0014318921865024942	0.0009927769530462948	True	1.4423100597861307
Gene70	7.977467860621727e-06	8.671288534923772e-09	0.0010869725439731164	0.0009861209974240566	False	1.1022709655432792
Gene72	1.9570113560270828e-06	2.784217274425092e-09	0.0014226883588848024	0.0009842511780064742	True	1.4454525335355446
Gene75	1.8481201406701604e-05	2.0673800857687013e-08	0.0011186394435477736	0.0009893832226268438	False	1.1306432310199788
Gene76	8.703673758804603e-06	6.470607474873103e-09	0.0007434340548814184	0.0009863465407675804	False	0.7537250085582232
Gene77	2.5375061664247764e-06	1.5482935107889156e-09	0.0006101634475909023	0.0009844314667383103	False	0.619813027322806
Gene78	0.00012755214029681295	1.0664889819790258e-07	0.0008361200207987991	0.0010232582218524064	False	0.8171153702387745
Gene79	1.6647696263140067e-05	1.5733690984753683e-08	0.0009450971915910012	0.0009888137768519175	False	0.9557888590507946
Gene80	1.354460382181311e-05	1.3557016636676466e-08	0.0010009164398624467	0.000987850025598683	False	1.0132271234753927
Gene82	2.257445687845531e-06	1.5202364255030391e-09	0.0006734321156377089	0.0009843444862044346	False	0.684142721451529
Gene83	3.690680903825262e-05	4.4278676936615554e-08	0.0011997427599531093	0.0009951058051094073	False	1.2056434137887508
Gene84	7.313694786178994e-06	6.73835876180406e-09	0.0009213344224505825	0.000985914844322126	False	0.9344969575785764
Gene86	8.636295518173332e-06	9.377474058378363e-09	0.001085821349981062	0.0009863256145898796	False	1.100875140946789
Gene88	9.074132238684043e-06	1.5966330599518788e-08	0.0017595435221290396	0.0009864615969030343	True	1.783691861551501
Gene89	9.203507182688811e-06	9.411239621765685e-09	0.0010225710085246204	0.000986501777873076	False	1.0365627629473824
Gene90	3.039981908167196e-06	5.3619402596310635e-09	0.001763806634909803	0.0009845875244887579	True	1.7914168025088992
Gene93	0.00013726982833095656	2.3011147729402917e-07	0.0016763441762251794	0.0010262763188632201	True	1.6334238113201547
Gene94	9.477776199815371e-05	8.889963280503741e-08	0.0009379798692310249	0.0010130792314560376	False	0.9258701986052197
Gene95	9.461954691400526e-06	1.1007886109135652e-08	0.0011633839379024023	0.0009865820459008985	False	1.1792064762744157
Gene96	0.0009247969478533029	5.014747516038989e-06	0.005422538999160343	0.0012708646650844496	True	4.266810737711409
Gene97	1.0049760148519974e-05	1.0592055146022064e-08	0.0010539609890671822	0.0009867646051564373	False	1.0680976836416745
Gene98	1.7290298189762903e-05	1.8163943104635596e-08	0.0010505280421010874	0.0009890133546678619	False	1.0621980351861717
Gene100	5.138659807836158e-05	4.715353647361168e-08	0.0009176232371270282	0.0009996029044056203	False	0.9179877660246111
Gene101	5.742059145821949e-06	6.020665884364156e-09	0.0010485203533204509	0.000985426729370135	False	1.0640267024121053
Gene102	1.8679932106340824e-05	1.6265516950714167e-08	0.0008707481835650198	0.0009894449439466094	False	0.8800370236790108
Gene104	5.05948461761325e-05	4.900054161499922e-08	0.0009684887951712882	0.0009993570039361847	False	0.9691119303278855
Gene105	4.721490088946706e-05	4.1623743748361964e-08	0.0008815806655150175	0.000998307268368367	False	0.883075475305186
Gene109	2.1583736794967648e-05	1.6481279592936877e-08	0.0007635971356349919	0.0009903468008718305	False	0.7710401396387363
Gene111	1.0789049052180198e-06	6.894916840478053e-10	0.0006390662241993202	0.0009839784577416282	False	0.6494717635039176
Gene112	2.0852629331578025e-06	2.6334396572070305e-09	0.0012628813447612098	0.0009842910100838378	False	1.2830365530349026
Gene113	9.08793311028096e-06	1.499497210265932e-08	0.0016499870675429891	0.0009864658831457256	True	1.6726245638433752
Gene114	6.596614255825524e-05	6.161223168746974e-08	0.0009339977949000046	0.0010041309855149526	False	0.9301553366775339
Gene115	8.94545011412362e-05	7.682528463160616e-08	0.0008588196642034785	0.0010114259454456621	False	0.8491176917802508
Gene117	2.3642651520850645e-05	2.8369240642476384e-08	0.0011999178948882837	0.000990986253832028	False	1.2108320274356394
Gene120	2.9412853888159096e-05	3.551188238176449e-08	0.0012073592898124283	0.0009927783499000817	False	1.2161418406575275
Gene122	4.8347045000903594e-05	5.4877195389746714e-08	0.001135068242303559	0.0009986588870606456	False	1.1365925412674265
Gene123	5.239196133559474e-05	5.2791509127659405e-08	0.0010076261277852413	0.0009999151477942509	False	1.0077116343401742
Gene126	2.2546781807613888e-05	2.3181182301396643e-08	0.0010281370751354202	0.0009906459011582087	False	1.037845181546079
Gene127	2.8611243065987624e-06	3.574622282261202e-09	0.0012493767831117514	0.000984531975309698	False	1.2690057960979304
Gene128	5.585642903324266e-05	5.532638642117517e-08	0.0009905106248064652	0.0010009911341364339	False	0.9895298679752941
Gene130	3.972913496939639e-06	3.5686230190775412e-09	0.0008982382883056667	0.0009848772722177931	False	0.9120306800084556
Gene131	5.7109135142426016e-05	5.116292228657003e-08	0.0008958798300652502	0.0010013801966943458	False	0.894645043933001
Gene132	2.067401502855955e-05	1.7256184196489814e-08	0.0008346798709709621	0.0009900642615955932	False	0.8430562574047338
Gene133	4.97227310251571e-06	4.900436592994334e-09	0.0009855525816783815	0.0009851876510062168	False	1.000370417424327
Gene134	0.00012200879867715417	1.6062646518083774e-07	0.0013165154228415054	0.0010215365836691857	False	1.288759936636636
Gene135	8.591386900541346e-05	8.654621800020699e-08	0.001007360266766169	0.0010103263041289238	False	0.9970642777975457
Gene136	1.5441301936183594e-06	2.0097596302795884e-09	0.0013015480421182102	0.000984122946332674	False	1.3225461787761563
Gene138	3.269621206586098e-06	7.594002711277388e-09	0.0023225940350461867	0.0009846588453294443	True	2.3587804507754155
Gene139	6.411802223767395e-05	5.4349447896492656e-08	0.000847646979737289	0.0010035570005922454	False	0.8446425855602157
Gene140	2.1113492960020832e-05	1.6209422059585696e-08	0.0007677281106579014	0.000990200753632238	False	0.775325718387644
Gene141	1.7426112833480471e-06	1.2637023000272167e-09	0.0007251773887285343	0.0009841845901291729	False	0.7368306677443057
Gene142	6.140833957430699e-06	4.280874755231717e-09	0.0006971161872975993	0.0009855505799262214	False	0.70733679376434
Gene143	1.1065776153057042e-05	1.2914504305149525e-08	0.0011670671922621308	0.0009870801570506182	False	1.1823428765393396
Gene144	8.838164750173708e-06	8.091655493019658e-09	0.0009155357160388555	0.0009863883106677467	False	0.9281696732791503
Gene145	1.2910497133211026e-05	1.6655438991174443e-08	0.0012900695317401767	0.0009876530862140596	False	1.306197033905256
Gene148	2.7807859553174517e-05	2.7316911279055653e-08	0.0009823449815265332	0.0009922798744820842	False	0.9899878116940178
Gene149	4.5443243273133e-05	6.41211864315729e-08	0.0014110169480241015	0.0009977570310550003	True	1.414188929876176
Gene150	2.053644055843395e-06	1.8663089035200485e-09	0.0009087791519711963	0.000984281189966257	False	0.92329220677513
Gene152	5.260977184961548e-05	4.930658282573337e-08	0.0009372133938667469	0.0009999827948785143	False	0.9372295190144816
Gene153	4.939581610950699e-05	5.096973318746423e-08	0.0010318633682348314	0.0009989846119590764	False	1.0329121749045538
Gene154	1.1921664257627273e-05	1.0211926047543313e-08	0.000856585609765843	0.0009873459767930216	False	0.867563781996764
Gene155	2.1213495633201424e-05	2.1257958509586546e-08	0.0010020959712229386	0.0009902318122305322	False	1.0119811935406133
Gene156	0.00015106611147708382	1.686520087407389e-07	0.0011164119278089899	0.0010305611364841774	False	1.0833048989385508
Gene157	9.576356746197361e-05	1.4221281797147604e-07	0.0014850409371804866	0.0010133854006305516	True	1.4654256280546967
Gene158	0.0031214047401000263	1.0036816376677963e-05	0.0032154805968406166	0.0019530820184730617	True	1.646362296323075
Gene160	4.4281952029332415e-05	4.000189216574378e-08	0.0009033452757287322	0.0009973963599139548	False	0.9057034014107127
Gene161	1.1555681632356365e-05	8.876551869105097e-09	0.0007681547615720392	0.000987232310758111	False	0.778089162197458
Gene164	1.2329595009126409e-06	7.797805794818179e-10	0.0006324462230143177	0.0009840263036606507	False	0.6427127208506225
Gene166	5.9305629898827145e-05	7.352873637240355e-08	0.0012398272558244538	0.0010020623789413236	False	1.237275524837414
Gene168	7.252721289537223e-06	6.076380139907205e-09	0.0008378069275422168	0.0009858959073149585	False	0.8497924794352224
Gene171	2.412786981768024e-05	3.282602589915291e-08	0.0013605024458105666	0.0009911369518052606	False	1.372668472638965
Gene173	1.7965634769304202e-05	1.7331710113497144e-08	0.0009647145973995768	0.0009892230991363862	False	0.9752244951030705
Gene174	0.00010235107416755558	1.8290148752732706e-07	0.0017870011527959641	0.0010154313331843623	True	1.7598444073928485
Gene175	2.372886560594301e-05	2.955756119917241e-08	0.0012456373469353535	0.0009910130300026143	False	1.256933369414999
Gene176	0.0001204543762007964	1.6176005616448962e-07	0.0013429155607832548	0.001021053814741746	False	1.3152250561082492
Gene178	2.8625057298043397e-05	2.4072325732251095e-08	0.0008409529274163761	0.0009925336778623087	False	0.8472789852608297
Gene179	1.0489833047826966e-05	1.3487349382524843e-08	0.0012857544367990519	0.000986901281976816	False	1.3028197047465753
Gene180	5.418795086682374e-05	5.494671936854555e-08	0.0010140025317360057	0.0010004729420573114	False	1.0135231939915066
Gene182	1.9786764044416724e-05	2.0624594641259853e-08	0.0010423429821552626	0.0009897887012427938	False	1.053096464777261
Gene183	0.00017162738754134628	1.5847798519926235e-07	0.0009233840092163837	0.0010369470099151855	False	0.8904833134066413
Gene184	1.3955655993399901e-05	1.4369876854270901e-08	0.00102968121749826	0.000987977689228756	False	1.0422110020541648
Gene185	5.802499614653591e-05	6.882710010432463e-08	0.0011861629414073405	0.0010016646426807894	False	1.1841916853856116
Gene187	1.9003257373814485e-06	1.3047278524520043e-09	0.0006865811617380147	0.0009842335727185097	False	0.697579498168954
Gene189	4.373494420281797e-05	6.826227043706281e-08	0.0015608175952048998	0.0009972264714919047	True	1.56515860722172
Gene190	7.016395023889083e-06	5.387401365884156e-09	0.0007678303954582648	0.0009858225096514995	False	0.7788728578836188
Gene191	1.3852498345883191e-05	1.519508762375619e-08	0.0010969203709215386	0.0009879456507658501	False	1.1103043675238733
Gene194	1.187325717141414e-05	1.266350558989552e-08	0.0010665570034467011	0.000987330942632459	False	1.0802426596729628
Gene198	2.3348739409765276e-05	3.9438966669307226e-08	0.0016891261655356197	0.0009908949712902554	True	1.7046470256440898
Gene200	0.00027351783353711816	5.583089018424979e-07	0.00204121572119257	0.0010685919083117824	True	1.9101920062424858
Gene201	8.9775384057036e-05	1.147163624464837e-07	0.0012778153349207867	0.0010115256045174076	False	1.263255551035136
Gene203	4.345794972204808e-05	3.250315872368423e-08	0.0007479220472104782	0.0009971404431885177	False	0.7500669061410011
Gene204	4.5357907999693555e-06	5.797830054323731e-09	0.0012782401812629677	0.0009850520893450523	False	1.297637145374568
Gene205	1.143768281247088e-05	1.1895046042632751e-08	0.0010399874028385533	0.000987195662958313	False	1.0534764706340385
Gene206	4.86896529190657e-06	3.50685258487779e-09	0.0007202459608219123	0.000985155565906006	False	0.7310987074001175
Gene207	1.420495253563991e-05	2.5049811019588674e-08	0.0017634561577547871	0.000988055115170636	True	1.7847750906590267
Gene208	4.644914875682494e-06	4.133207574820893e-09	0.0008898349454065261	0.0009850859808473891	False	0.9033068815384762
Gene209	3.629090942003336e-05	5.972418116571127e-08	0.001645706379921751	0.0009949145204344746	True	1.6541183650662559
Gene210	3.666110091315317e-05	6.498332684381394e-08	0.0017725416101865997	0.0009950294936498	True	1.78139605056817
Gene211	5.271494228527918e-06	6.642065266112853e-09	0.001259996687498541	0.000985280582409532	False	1.2788201756876025
Gene212	5.9629750527428605e-05	6.440773378943926e-08	0.0010801275071545514	0.0010021630435744016	False	1.077796187037665
Gene213	2.4326473327085375e-05	2.5005505920531548e-08	0.0010279133183144196	0.0009911986336225784	False	1.0370406934053755
Gene214	5.839351896369191e-06	4.6832833052801385e-09	0.0008020210784337427	0.0009854569463269428	False	0.8138570451231646
Gene215	4.74264412810991e-05	5.488038437089576e-08	0.001157168509558133	0.0009983729680925614	False	1.1590543279321335
Gene216	1.5708774197269199e-06	1.1750260373075699e-09	0.0007480061923048302	0.0009841312534241223	False	0.7600675110177287
Gene217	1.9399058710366574e-05	2.4382362727181927e-08	0.0012568838050968085	0.0009896682886193732	False	1.270005131568085
Gene220	4.837233094655536e-05	5.805449377286021e-08	0.0012001591123860101	0.0009986667403109988	False	1.2017613723796026
Gene221	3.947641944636509e-06	6.0151365758089195e-09	0.0015237290159968602	0.0009848694234376927	True	1.5471381075861559
Gene222	5.518663538775772e-06	4.7957430922288784e-09	0.0008690044353189066	0.0009853573476806337	False	0.8819180547690618
Gene223	2.6636091703906747e-06	2.155391181976334e-09	0.0008091994899012157	0.0009844706315168036	False	0.8219640728687433
Gene224	8.004742503407e-05	7.211661515236584e-08	0.0009009236102431947	0.0010085043175667079	False	0.8933264781819864
Gene225	4.793620266769741e-06	4.1933688591710234e-09	0.0008747811937128664	0.0009851321654228513	False	0.8879835867884605
Gene226	3.2296772597913003e-06	2.605031936065958e-09	0.000806592029642706	0.000984646439631093	False	0.8191691933044547
Gene227	3.132982480285934e-06	2.239203494324498e-09	0.0007147194433465633	0.0009846164083907444	False	0.7258861798928373
Gene228	3.873621943183094e-05	3.8150203723852965e-08	0.000984871633923665	0.000995673979146381	False	0.9891507205682154
Gene229	9.591474562862841e-05	7.96103873414861e-08	0.0008300119738598793	0.0010134323531949144	False	0.8190107324314347
Gene231	5.5659138300709484e-05	4.5342914023662e-08	0.0008146535395263929	0.001000929860038312	False	0.8138967294823344
Gene232	6.0180660787059994e-05	5.812791291842931e-08	0.0009658902404562486	0.001002334144005078	False	0.9636409636778325
Gene233	2.5407860476627372e-05	2.2767819959992365e-08	0.0008960935526600686	0.0009915344883353555	False	0.9037442098100706
Gene234	2.4417420542577023e-05	2.042822254601175e-08	0.0008366249215551148	0.0009912268797978264	False	0.8440296955281875
Gene237	3.748642191643039e-05	3.282593615054231e-08	0.000875675363834995	0.0009952858199327801	False	0.8798230079216206
Gene238	2.9200754851150402e-05	3.550539575235064e-08	0.0012159067782096002	0.000992712476673102	False	1.224832775633579
Gene239	0.00018070390412744367	1.856213407323615e-07	0.0010272126749483494	0.0010397659733847732	False	0.9879268039561261
Gene242	1.117777093501464e-05	1.0506093118391143e-08	0.0009399095024823375	0.0009871149401302422	False	0.9521783778881147
Gene244	8.7998922638429e-05	1.044020297894656e-07	0.0011864012269608558	0.0010109738752502727	False	1.1735231305231848
Gene245	4.176562501402397e-06	5.5072246137408e-09	0.0013186022265658892	0.0009849405210532636	False	1.338763304362601
Gene246	3.7277232104020705e-05	2.8157514862504924e-08	0.0007553542275867598	0.0009952208502460285	False	0.7589815139021944
Gene247	5.269816259377053e-06	6.037670953262155e-09	0.0011457080581355735	0.0009852800612697647	False	1.1628247674666832
Gene248	6.290024585087464e-05	9.03733464590802e-08	0.0014367725473337486	0.0010031787864264968	True	1.432219826389861
Gene250	6.15686118032564e-05	6.811683727974542e-08	0.0011063565554704073	0.0010027652106125284	False	1.1033056828872247
Gene251	2.8155481095742123e-05	3.049384705788692e-08	0.0010830518915373258	0.0009923878379745148	False	1.0913594968554414
Gene252	2.6262968752819073e-06	2.7223696961837653e-09	0.0010365810970595416	0.0009844590431507293	False	1.0529448678149143
Gene253	1.9991746352077762e-05	2.8720556248802545e-08	0.0014366206805048619	0.0009898523641724791	True	1.451348435891127
Gene254	7.874089939482944e-05	9.279085460326633e-08	0.0011784327498976916	0.0010080985398639775	False	1.1689658334955004
Gene256	1.564684642106471e-05	1.368852443270503e-08	0.0008748423844869296	0.0009885029352292983	False	0.8850174878681535
Gene259	7.238096724747292e-05	5.229609272245089e-08	0.000722511658951017	0.001006123286888633	False	0.7181144382268844
Gene260	6.359702499230776e-05	6.53529087655508e-08	0.0010276095269150627	0.0010033951904761605	False	1.024132402336323
Gene261	1.0522777609726553e-05	1.5173621112437085e-08	0.0014419786937634796	0.0009869115138224404	True	1.461102311167192
Gene262	3.6502582795611614e-06	4.40786387490283e-09	0.0012075484903585367	0.0009847770627087339	False	1.2262150857139649
Gene264	2.5837283028226345e-06	7.254557117372258e-09	0.002807786371905631	0.000984445822302227	True	2.8521492074996426
Gene265	3.853711802098614e-06	4.715688061200359e-09	0.0012236742920506767	0.0009848402508318814	False	1.2425104386392163
Gene266	4.243856449550176e-05	6.065567201718141e-08	0.0014292583346830821	0.0009968238448891796	True	1.4338123450909
Gene267	2.500084653924838e-05	2.6119473098210574e-08	0.0010447435472717326	0.0009914080788906968	False	1.0537976939230855
Gene268	1.2418960558226704e-05	1.5947221266772737e-08	0.0012841027388728443	0.000987500425924652	False	1.3003566430571074
Gene269	2.6526746592842263e-05	2.9975655416088824e-08	0.00113001627663519	0.0009918819893902282	False	1.139264840699327
Gene270	0.00041670296731108466	1.0861439029660037e-06	0.0026065182832143256	0.0011130620150612254	True	2.341754770124781
Gene271	8.285342978120673e-05	1.2791484643278626e-07	0.0015438690561220508	0.0010093758000129344	True	1.5295285027660335
Gene272	2.992131407662046e-06	2.603572915203215e-09	0.0008701398971101881	0.0009845726631912935	False	0.8837741790329678
Gene274	0.00011239373142460683	1.3136536803962507e-07	0.0011687962164308454	0.0010185503583827055	False	1.147509503886196
Gene275	1.641593098648098e-06	1.9642479005515904e-09	0.0011965498040709408	0.0009841532161356664	False	1.2158165867396762
Gene276	4.304199928118048e-05	3.8369780244470446e-08	0.0008914497673263776	0.0009970112582653322	False	0.894122067264699
Gene277	1.9055843974192084e-05	1.6484738202081816e-08	0.0008650752086555497	0.0009895616937826513	False	0.8742003799164402
Gene280	4.583441647750944e-06	4.726296356797838e-09	0.0010311675635964498	0.0009850668886348367	False	1.0467995376694694
Gene281	4.807506961278104e-05	9.1259224509894e-08	0.0018982650518228725	0.0009985744175754117	True	1.9009750484415118
Gene282	2.2001942678595796e-05	2.0714938031748764e-08	0.000941504954101209	0.0009904766862851972	False	0.9505574105255746
Gene283	1.988574723625983e-06	2.8921018757778556e-09	0.001454359165595937	0.0009842609808839763	True	1.4776153823447924
Gene285	2.1232405243160465e-06	1.6461976866922681e-09	0.0007753232230825818	0.0009843028050760159	False	0.7876877106153375
Gene286	2.0362662483160295e-05	1.6547628419508626e-08	0.0008126456171040176	0.0009899675624441822	False	0.8208810550293535
Gene287	1.8838697315421295e-05	1.7157320135442407e-08	0.0009107487555096223	0.0009894942528770117	False	0.920418438875787
Gene288	5.637020975055453e-06	4.803238630149915e-09	0.0008520881244552517	0.0009853941068586798	False	0.8647181046897147
Gene290	1.0643693540978846e-05	9.540098150185133e-09	0.0008963146217480985	0.000986949067611921	False	0.9081670484950891
Gene291	1.7068804087039778e-06	1.0818460433532213e-09	0.0006338147873960657	0.0009841734929169987	False	0.6440071714566276
Gene293	2.6824306445602735e-05	2.3294598388354603e-08	0.0008684138184744474	0.0009919744048391497	False	0.8754397434430399
Gene294	1.4705193778069641e-05	1.9987640290796047e-08	0.0013592231828052684	0.0009882104789354696	False	1.3754389492706705
Gene298	3.8228880952628284e-05	3.1851744755742275e-08	0.0008331853813668179	0.0009955164111382115	False	0.8369378666638008
Gene301	4.389208188683937e-06	4.040625495349034e-09	0.00092058187300534	0.0009850065640576173	False	0.9345946581443199
Gene302	5.874987646127588e-05	6.73254759429788e-08	0.0011459679576918838	0.001001889774327682	False	1.1438064216803545
Gene303	2.3187924639772284e-05	3.012492729014815e-08	0.0012991644469327547	0.0009908450258119786	False	1.311168157571477
Gene305	6.883644498601993e-06	5.4524846043035134e-09	0.0007920927069099609	0.0009857812803012523	False	0.8035176998572131
Gene306	2.2445990848397068e-05	2.6151570918125938e-08	0.0011650887276376796	0.000990614597735866	False	1.17612715409261
Gene308	4.238319440412274e-05	5.994674285612385e-08	0.0014143988837776855	0.0009968066481746223	True	1.41893002656811
Gene309	7.1640246228233805e-06	5.226545979727478e-09	0.0007295544410995712	0.0009858683601099301	False	0.7400120245447593
Gene310	1.0298471692638225e-05	8.946917045418609e-09	0.000868761629146802	0.0009868418494109576	False	0.880345345776897
Gene311	1.4269365195430947e-05	1.8034352400174963e-08	0.0012638510650739786	0.0009880751203051178	False	1.2791042291234913
Gene315	2.9280520838749904e-06	1.8440275209151986e-09	0.0006297796173334487	0.0009845527615835348	False	0.6396606072390918
Gene317	2.8792622700846832e-06	2.1554294639818605e-09	0.0007486047680951504	0.000984537608556329	False	0.7603617795696628
Gene318	1.9311789755304463e-05	2.1230617564171744e-08	0.001099360433868654	0.0009896411848297182	False	1.1108677071254007
Gene320	8.218518967557962e-06	6.424219250428863e-09	0.0007816760265186497	0.0009861958625177643	False	0.7926174264440999
Gene322	5.282406977957619e-06	6.051590930624489e-09	0.0011456123990212254	0.000985283971665939	False	1.1627230645843143
Gene324	1.5133418565719574e-05	2.3695090347625078e-08	0.0015657460503537197	0.00098834347599681	True	1.5842124609307113
Gene325	3.800311310244127e-05	4.429192105990397e-08	0.0011654813893933	0.0009954462926829377	False	1.1708129287940607
Gene329	0.00025431605281212504	4.480968954098972e-07	0.0017619685837957188	0.0010626282637900837	True	1.658123206238928
Gene330	1.7734182086493433e-06	1.1959983251823504e-09	0.0006744028674957822	0.0009841941580725805	False	0.6852335608418106
Gene331	2.7704868226918377e-06	1.805450056219137e-09	0.0006516724935962484	0.0009845038253301673	False	0.6619298745514784
Gene332	5.464364155281874e-05	5.869781930788788e-08	0.0010741930376501419	0.001000614469413656	False	1.0735333842209993
Gene334	1.588594361203506e-06	1.8117125152375928e-09	0.0011404500478429589	0.000984136755910714	False	1.158832896945906
Gene335	4.965463368648109e-06	3.9785199283331855e-09	0.0008012384007207715	0.0009851855360548665	False	0.8132868088271946
Gene336	4.994257288779863e-05	7.225536219610626e-08	0.0014467689191431069	0.0009991544224111516	True	1.4479933098347055
Gene337	1.379219125623703e-06	9.424545759139901e-10	0.0006833247584844783	0.0009840717286356646	False	0.6943851129956273
Gene338	9.429760493873491e-06	1.3301709952254937e-08	0.001410609522998707	0.0009865720471017006	True	1.4298089299638292
Gene340	2.1431084637891333e-05	2.4484990168124867e-08	0.0011424988787004304	0.0009902993905189412	False	1.153690378524552
